latitude , longitude,address,name 
19.2224441,72.8600404,"17/120, Swagar C.H.S.L Mhada Colony, F.C.I Road Near Rly.Flyover,Rajendra Nagar Borivali(E) Mumbai",Navjeevan Global Heart Centre
19.2219048,72.842968,"Shimpoli,Borivali",Nirmay Mother Care Centre
19.2559121,72.8749632,"Shrikrishna Nagar, Near Post Office,Borivli East",Parijat Child Health Clinic
19.2300126,72.8619097,"63/C, Amita Apartment, 5Th Kastruba Road, Boravili East",Parmar Hospital
19.2360202,72.8606066,"Road No- 8, Daulat Nagar,Borivali(E",Purnima Hospital
19.2240612,72.8666469,"1-3, Bhima Building, Opposite Sona Theatre, Shantivan, Borivali (East), Mumbai",Qualitas Diagnostics Center
19.2240612,72.8666469,"Laxmi Niwas, Plot No.4, Daulat Nagar, S.V. Road, Borivali (E),Mumbai",Ratika Hospital and Research Centre
19.2240612,72.8666469,"104,S.B.Apt.,Carter Road No.5,Rai Dongri,Behind Mk Bakery,Borivali(E),Mumbai",Riddhi Eye Clinic
19.2240612,72.8666469,"Laxmi Niwas, 1St Floor, 4, Daulat Nagar,Opposite Gopalpuri Building, S.V.Road, Borivali (E), Mumbai",Robindra Nursing Home
19.2277398,72.8594058,"101-102 Sagar Apartment Kasturba Road No.2, Borivli (E) Mumbai",Roshni Eye Clinic
19.2240612,72.8666469,"204, B Wing, 2Nd Floor, Shivam, Above Bank Of India, Opposite S.T. Depot, M.G. Road, Borivali(E)",Shivam Eye Care Centre
19.2371877,72.8441358,"Plot No-161, Shree Krishna Nagar, Shantivan, Near Post Office, Kajupada Road,Near National Park, Borivali",Shree Krishna Hospital
19.2240612,72.8666469,"Daulat Nagar, Road No. 5 & 7, Behind Punjab Bank, Borivali(E)",Shri K V O Jain Manav Seva Kendra Navneet Hospital
19.0759837,72.8776559,"19 & 20/B, Amita Apartments, 5Th Kasturba Road, Borivli(E), Mumbai",Sumeet Nursing Home
19.2248364,72.8566481,4 Nirmala Sadan Kasturba Rd No1 Borivli(E),Utkarsh Nursing Home
19.1998211,72.842594,"Akshar Kunj, Khajuria Tank Road, OppositeMilap Cinema,Kandivali( W), Mumbai,",Akshar Eye Clinic
19.1980732,72.8426229,"D-Wing Kailash Nagar, Behind Thathai Bhatia Hall, Shankar Lane,Kandivali(W) Mumbai",Bhatia Maternity and Ivf Centre
19.2153192,72.8152087,Plot No 6 R S C 7 Behind Sai Prem Building Charkop Sector 8 Kandivali W Mumbai,Dr Reena Mokal Nursing Home and Polyclinic
19.2077867,72.8423686,"2-4/A, Kokil Kunj, Behind Patel Nagar, Kandivli (West), Mumbai,",Dr. Vora`S Premature Critical Care and General Hospital
19.2100454,72.8183494,"13/14, Parvati Chs, Plot No. 243, Opp Apna Bazar,Sector No 3, Charkop, Kandivali (East), Mumbai-",Gayatri Maternity and Gynaec Clinic
19.2064817,72.8384842,"Atlanta, 1277/C, M. G. Road, Kandivali (W)",Grace Maternity and Nursing Home - Kandivli (W)
19.2100454,72.8183494,"13/14, Parvati Chs, Plot No. 243, Opp Apna Bazar,Sector No 3, Charkop, Kandivali (East), Mumbai",Gyatri Maternity and Gynaec Clinc
19.0759837,72.8776559,"2,Ratnadeep, Sector 3, OppositeApna Bazaar,Near Saibaba Mandir, Charkop Kandivli (W),Mumbai",Jaydeep Eye and Physiotherapy Clinic - Kandivli
19.206912,72.850038,59 Balasinor Society S V Road Kandivli,Jobanputra Nursing Home
19.0759837,72.8776559,"Kanchanganga Bldg, Gr, Floor, 95, S V Road, Kandivli Mumbai",Kanchanganga Polyclinic and Nursing H0Me
19.0759837,72.8776559,"B, Wing, Ground Floor, Blossom Chs., Ltd. Off Link Road,Gaurav Heights Mahavir Nagar, Kandivli (W), Mumbai",Medicenter Nursing Home
19.2063004,72.841578,"Neelyog Apts, Ground Floor, M. G. Road-4, Opposite Patel Nagar, Kandivali(W), Mumbai",Nidhi Nursing Home and Iccu
19.1998211,72.842594,"Kalyan Apt., M.G. Road, Behind Swaminarayan Temple, Kandivali(W), Mumbai",Paarth Hospital
19.206847,72.8443572,"2, Navnath Society, Patel Nagar, Kandivali West Mumbai",Panorama Eye Clinic Superspeciality Eye Care
19.0759837,72.8776559,"Yashwant Hosp.Bldg., Datta Mandir Road, Off.M.G.Road, Dahanukar Wadi, Kandivli (West), Mumbai",Parvatibai Chavan Charitable Trust - Kandivli
19.0759837,72.8776559,"Nishita Apart., Dahanukar Wadi, M.G.Road, Kandivli (W), Mumbai",Raichura Prasuti Gruha
19.2019348,72.8446558,Kandivali Mumbai,Sai Vilayatrai Charitable Polyclinc
19.1998211,72.842594,"Sushila Sadan, Near Charkop Bus Depot & Mtnl, Kandivali(W), Mumbai",Saraswati Hospital(Kandivali)
19.2039462,72.8492897,"Shreeji Arcade, 3Rd Floor, S.V. Road, Kandivilli (W)",Shah Surgical Hospital and Maternity Home P. Ltd.
19.0759837,72.8776559,"Shrenik Chs Ltd, P No 106, Sector-Ii, Charkop Kandivili - West Mumbai",Shivam Nursing Home
19.1936411,72.8435167,"1,2 & 3, Shiv Kripa C.H.S., S.V.P. Lane, Opposite Municipal Garden, Kandivali (W), Mumbai",Shree Krishna Hospital - Kandivali
19.2177774,72.8301306,"105-108. 1St Floor, Kesar Plaza, A-Wing, Sector 3, Charkop",Shree Nagesh Childrens Hospital
19.1998211,72.842594,"B-1St Floor, Mitnayan C.H.S Ltd, Linking Rd,Ganesh Ngr,Kandivali(W), Mumbai,",Sumangal Hospital
19.0759837,72.8776559,"Platinum Part, Muskurahat Co-Op Soc., Near Babrekar Nagar, Kandivli (W), Mumbai",Swapneel Nursing Home
19.2050369,72.8389113,"Opp Vaishali Bus Stop, M.G.Road, Kandivli(W), Mumbai",Vinayak Nursing Home`
19.2540545,72.8620298,"Ramkunwar Thakur Road, Dahisar(East)",Abhinav Sushrut Hospital
19.2542542,72.8646698,"Panchdnam,01 D Wing Anand Nagar Road Corner Opp Jarimari Garden Dahisar (E), Mumbai",Akshit Maternity Home
19.2539332,72.8672448,"001-002,Harsh Apartments, A/5, Anand Narar Off C.S.Road, Dahisar (E), Mumbai",Ashirwad Maternity and Nursing Home - Dahisar
19.2406676,72.8685001,"S.N.Dubey Road, Rawal Pada, Dahisar (E), Mumbai -",Balaji Polyclinic and Criticare Centre
19.2539332,72.8672448,A Wing Ground Floor Om Arun Apartment S V Road Dahisar East Mumbai,Dr Ajay Shah Pathology
19.2530795,72.8575571,Shamanad Radhabai Mhatre Road Dahisar West Mumbai,Dr Mandar Pandit Clinic
19.2539332,72.8672448,"Anuj Apt., 1St Flogr, Parabhat Nagar, S.V.Road, Dahisar(E), Mumbai",Dr Worlikar's Shree Surgical and General Nursing Home
19.2512619,72.8601956,"Bmc`S Holistic Mother & Child Care Hospital, Harishankar Joshi Marg, Dahisar(East)",Dr. M. L Dhawale Memorial Trust
19.2511357,72.8575344,"R.No.3, Mangesh Apartment, Rajaram Tawde Road, Dahisar(W) Mumbai",Dr.Nikams Eye Care And Laser Centre
19.2539332,72.8672448,"Shivdham Apt, Flat No 01, 02, N Wing, Grd Floor, S P Road, Vaishali Nagar Dahisar East",Jai Ambe Poly Clinic Nursing Home and Maternity Hosp
19.2467802,72.8610276,"D-78/79 And 95/96, Raghukul Sv Road, Dahisar (E) Mumbai",Kk Maternity And General Hospital
19.2539332,72.8672448,"A-101/102, Sunlight Height, S.V.Road Dahisar ( E )","Life Line Hospital - Dahisar,Mumbai"
19.2539332,72.8672448,"Ganga Shalimar,Navyug Nagar,S.Y.Road,Dahisar(E).",Namitha Polyclinic and Hospital
19.2539332,72.8672448,"B1 Amiraj Gr Floor, Opp Namita Hospital S V Road, Dahisar(E)",Navdurga Fracture And Accident Centre
19.1551485,72.8678551,"Arihant Above Bhandari Co-Op Bank,Next To Goregaon",Navjeevan Urology and Stone Care Centre
19.2539332,72.8672448,Manav Kalyan Kendra Chowk S V Road Dahisar East Mumbai,Navneet Hi-Tech
19.2515368,72.8637467,"Bldg.No.4, Block No.5-6,Shanti Nagar, S.V.Road, Dahisar (E),Mumbai",Rohit Nursing Home - Dahisar
19.2539332,72.8672448,"17-Baharbldg, No-3Shantinagar, Nearcanarabank, Svroad, Dahisar(E)",Sanghavi Eye and Diabetes Care Center
19.255128,72.8568499,Dahisar Mumbai,Shri K.V.O.Jain Manav Seva Kendra Navneet High -Te
19.2564386,72.8546344,"Sukhsagar Hospital, Mantri Tower Bunglow, L.T Road, Dahisar (West)",Sukhsagar Hospital
19.243804,72.865917,"K Wing, 1St Floor, Shankheshwar Nagar, Shiv Vallabh Rd, Dahisar (E), Mumbai",Total Woman Medical Centre - Dahisar
19.2539332,72.8672448,"B1 Amiraj Gr Floor, Opp Namita Hospital, Sv Road, Dahisar (E)",Vdurga Fracture And Accident Centre
19.2539332,72.8672448,"001/002, Kaveri Building, Shiv Vallabh Cross Road River Park, Dahisar(E) Mumbai",Vijay Polyclinic and Care Centre
19.2434168,72.8671305,"Rajsatyam Building, Shiv Vallabh Road, Ashokvan,Dahisar (E)",Vishwanath Hospital
19.1123849,72.8669884,"B-Wing, Aradhana Co-Op Hsg Socitey, Near Andheri Gymkhana, Sir M V Rd, Andheri East-Mumbai",Carewell Nursing Home
19.1188585,72.8802146,"No.001, Aztec Appt.,Near Jalaram Store,Behind N.K.Foot Wear,Marol Maroshi Road,Andheri (East)",Dr. M.C.Desai Eye Clinic and Microsurgury Eye Centre
19.1154908,72.8726952,"No. 16, Nityanand Nagar-Ii, Opp Bank Of Maharashtra, Near Flyover Bridge, Stationsahar Road) Andheri E),",E N T Clinic and Deafness Center
19.1211714,72.853548,"B/1-2-3 Aditya Apts, Old Nagardas Road, Andheri (East) Mumbai",Jain Nursing Home
19.1088116,72.8560975,"Flat No.3, Nityanand Nagar 2 Nityapriya Co-Op Housing Society , Station Sahar Road , Andheri ( East )",Kripa Eye Clinic
19.109114,72.8575199,"Nityanad Nagar 3, 1St Floor, Andheri (E), Mumbai,",Laxmi Mirat Eye Clinic And Day Care Centre
19.2371877,72.8441358,"Holi Cross Road Behind Maharashtra Bank,Borivali,",M.M.Hospital
19.1154908,72.8726952,"1, Symphony Appts., Azad Road, Gundavli, Andheri (East), Mumbai,",Mangala Nursing Home
19.1154908,72.8726952,"B, Vaishali Apartments, Sir M.V. Road, 1St Floor, Andheri (E)",Patel Nursing Home  Andheri (E)
19.1097442,72.8484128,"Jeevan Vikas Kendra Marg, Off S. Nityanand Marg Andheri (East)",Sadanand Danait Hospital
19.1154908,72.8726952,Vertex Vikas Shpping Centre Andheri East Mumbai,Saheli Clinic
19.1009869,72.8651933,"11, Nityanand Nagar, Sahar Road, Andheri (East), Mumbai,",Sanjeevani Hospital
19.1269161,72.8670933,182 Shere Punjab Colony Mahakali Caves Road Andheri (East),Shakuntala Memorial Surgical Childerns and General Hospital
19.1154908,72.8726952,"1 Shree Shweta Lane No-1, Koldongri Santaji Dhanaji Marg, Andheri-E Mumbai",Tripura Nursing Home
19.0754649,72.8770505,"Sagar Palace B Wing, Sonapur Lane, F.P.P. Marg, Off L B S Marg, Kurla (W) Mumbai",City Hospital And Reserch Centre
19.0625228,72.8829242,S.G.Barve Road Kurla Mumbai--70,Dr .Desais Nursing Home
19.0707532,72.8781322,Kurla West,Dr Shehnaz Shaikh Clinic
19.0707532,72.8781322,104 Kulsum Apt Opp Ward Office Next To Kurla Nagrik Bank Station Kurla W Mumbai,Hamidani Laser Vision Centre
19.0822947,72.8950556,"Kirol Road, Opp: Lbs Road, Kurla - West Mumbai",Kohinoor Hospital
19.0759837,72.8776559,Navi Mumai,Shrushti Clinic and Microsurgery Centre
19.0707532,72.8781322,Kurla (W),Sunder Childrens Nursing Home
19.0327996,72.8963568,"Nj 1&2 Khardeo Nagar, Ghatla N.G Adhaya Marg, Chembur",Aditya Health Care
19.0506517,72.9103754,"101, 102, 103, Ashirwad Hospital, Anurag Bussiness Center, Waman- Tukaram Patil Marg, Chembur",Ashirwad Hospital and Polyclinic
19.0453626,72.9115246,"No. 22, Amar Mansion, Sion Trombay Road, Chembur",Bhatti Eye Clinic
19.0825013,72.8387327,Santacruz,Day Care Eye Clinic(Dr.S.V.Sharma Eye Clini)
19.0552812,72.8892082,"Sushrut Hospital. 365, Swastik Park Chembur",Daycare Angels
19.0327996,72.8963568,"Bala Bhavan,Opp- Diamond Garden,Chembur",Diamond Polyclinic and Nursing Home
19.0327996,72.8963568,"A-1,2,3-Amul Commercial Premises,1St Road,OppositeBmc (M-Ward) Office, Chembur, Mumbai",Disha Polyclinic and Nursing Home
19.0604892,72.898177,"Urmila Complex, 1St Flr., D K Sandu Marg, Chembur,",Dr Kedares Maternity and General Nursing Home
19.0585864,72.9078832,"Khardeo Nagar, Near Acharya College, N.G.Acharya Marg, Chembur",Dr Mekhales Dhanvantari Hospital
19.0327996,72.8963568,"Nav Bhartiya Bhavan, 10Th Road, Chembur",Dr Smita Mukherjees Eye Clinic
19.05161,72.8911931,"Anand Niwas, Plot No 3, Sion Trombay Road, Chembur Mumbai",Dr Suresh C Anand Clinic
18.9243376,72.8239698,"901-902,Tulsani Chambers,9Th Floor,212 Free Press Journal Marg",Dr. Amins Clinic
19.0327996,72.8963568,"2Nd & 3Rd Floor, Gagangiri, 18 Th Road, Chembur",Dr. Das Hospital - Chembur (Mumbai)
19.0327996,72.8963568,Chembur,Dr. Sanjay Sonars Laproscopy and Scopy Centre
19.0327996,72.8963568,"201,2Nd Floor,Central Point,Opp Sbi,18 Th Road,Chembur",Dr. Shubha Rao
19.0327996,72.8963568,"Opposite Basant Theatr, Dr. C. G. Road Chembur, Mumbai",Excel Urology Centre
19.0327996,72.8963568,"Saikripa Building,Road No.1, Opposite Chembur Municipal Office,M' Ward,Chembur",Hegde Hospital Surgical and Maternity Nursing Home
19.0327996,72.8963568,"1& 2 Savla Sadan First Floor, R.C. Marg,OppositeRation Office, Chembur",Icon Hospital and Research Centre
18.9722585,72.8311737,"Opp Bmc M Ward Office, 1St Road, Chembur",Kamran Nursing Home
19.0593495,72.9068556,"N G Acharya Marg, Khardeo Nagar Ghatla Chembur Mumbai",Kolekar Nursing Home
19.0327996,72.8963568,"Plot No.185, 15Th Road, Opp Nirmal And Ayush Beauty Clinic, Chembur,",Laproscopy and Scopy Center
19.0327996,72.8963568,"Sampoorna, Plot 213,11Th Road, Chembur, Mumbai",Laxmi Maternity Home
19.0327996,72.8963568,"Parvati Palace Shivpuri Compound, St Road,Near Chembur Akabarally Chembur",Lc Manek's Polyclinic And Nursing Home
19.0327996,72.8963568,"Shahani Trust Bldg,R.C Marg,Chembur,Mumbai",Lion Vithal Kalgutkar Medical Centre
19.0533749,72.897061,"48 Swastik Park, Umarshi Bappa Chowk, Sion Trombay Road, Chembur",Mangal Anand Hospital
19.0539989,72.9053186,"Shop No.7, Waman Appartments, Behind Maitri Park St.Bus Stand, Ghatla Road, Chembur",Narurkar Ent Hospital
19.0327996,72.8963568,"Chembur, Mumbai",Navnit Clinic (Dr. Parihar Eye and Ent
19.0536352,72.8851743,"Surana Sethia Hospital And Research Centre, Suman Nagar, Sion- Trombay Road, Chembur, Mumbai",Neurogen Brain And Spine Institute
19.0327996,72.8963568,"204,Garodia Market, Plot No 8-A, D K Sandu Road, Next To Hotel Malhaar, Chembur Mumbai",Patankar Hand and Limb Reconstruction Clinic
19.059862,72.9005605,"Rushabh 18Th Road Near Ambedkar Garden, Chembur Mumbai",Rushabh Nursing Home and Eye Hospital
18.9626907,72.8129124,"Road No 1, Opp M Ward Muncipal Office,Chembur, Mumbai",Sai Kripa Childrens Hospital
19.0327996,72.8963568,"1, Casa Grande, Rov House Road No-10, Opp Jain Temple Chembur Mumbai",Shree Chembur Jain Medical Relief Centre
19.0521897,72.8915977,"No. 19-B, Near Bhakti Bhavan,Siddhi Society,Chembur,",Sitla Hospital
19.0327996,72.8963568,"Wama Apt, Behind Maitri Park, St Bust Stop, Ghatala Rd. Near R K Studio, Chembur",Sumitra Eye Clinic
19.0552812,72.8892082,"Plotno.-22, Swasti Park, Chembur, Mumbai",Swastik Hospital and Research Centre
19.058879,72.900615,"Gagangiri Complex, 1St And 4Th Floor, 18Th Road, Near Dr. Ambedkar Garden Chembur",Tandon Hospital
19.0573721,72.8981332,"Garodia Market, Plot No 8/A, 1St Floor D K Sandu Marg, Chembur Mumbai",Varsha Gandre Parekh Maternity and Surgical Hospital
19.0327996,72.8963568,"1St Floor, Hotel Pearl Bldg, Above Malhar Hotel, Chembur, Mumbai",Yash Eye Care And Polyclinic
19.1044022,72.8872491,"101, Trade Corner Building Saki-Vihar Road, Saki Naka",Abhay Nursing Home
19.10648,72.88773,"305/306 Ruby Monarch, 3Rd Floor, Opp Post Office, Saki Vihar Rd, Saki Naka, Andheri East",Ashirwad Children And Surgical Hospital
19.0759837,72.8776559,"4, Durgashram, Sakinaka-Ghatkopar Link Road, Asalfa, Tilak Nagar, Sakanaka Mumbai",Dr Priyanka Nursing Pvt Ltd
19.1245594,72.852967,"J.P House, Sakinaka,Andheri Kurla Road,Andheri East.",J.P Hospital
19.1196773,72.9050809,"Lake Bloom - 16, 17, 18, Opposite Solaris Estate, L.T. Gate No.6, Tunga Gaon, Sakivihar Road, Powai",S B Nursing Home and Icu
19.1281781,72.8876327,"Saki Vihar Road, OppositeL.T.Gate No- 6, Powai, Mumbai",Turfiya Hospital and Icu
19.0327996,72.8963568,"2/B, Om Shiv Dham, Opposite Laxmi Colony, R.C.Marg, Chembur,",Dr. Shalini Jaisinghani Dental Surgeon - Chembur
19.0208354,72.904425,"Mahatenay Park, Aziz Baug,Opp Site Estate, Mahul Road Chembur",Dr.Bhute Nursing Home
19.0464362,72.8946608,"Inlaks Hospital Road, Chembur Colony, Chembur,",Inlaks General Hospital
19.0327996,72.8963568,"16, Maitri Vijay, Opposite Basant Cinema, Chembur,",Nayak Medicare - Chembur
19.0208354,72.904425,"Sita Estate, Near Ashish Cinema, Aziz Baug, Mahul Road, Chembur,",Sai Baba Hospital
19.0327996,72.8963568,"16/1 Prem Nivas, Laxmi Colony, Mahul Road, Near Ashish Theatre, Chembur",Shiv Polyclinic and Nursing Home
19.1374852,72.917394,"Hillside Avenue, Hiranandani Gardens, Powai,",Dr. L.H. Hiranandani Hospital
19.1196773,72.9050809,"158-C,Sarasha Co-Op.Hsg.Soc., Padmavati Society Marg.Opposite,I.I.T.Market, Powai",Padmalaya Maternity and Surgical Home
19.1254172,72.9170023,"19/A, Opposite Iit Main Gate, Powai, Mumbai",Powai Polyclinic and Hospital
19.1196773,72.9050809,"1St Floor, Paradise,Jain Mandir Road, I.I.T Market, Powai, Mumbai",Sri Sai Eye Care Centre
19.0792247,72.9057813,"2,3,Gautam Bldg., Tilak Road, Ghatkopar (E)",Aakar Ivf-Icsi Centre
19.0796375,72.9070116,"Jayant Arcade, Ist Floor, 140-142, M.G. Road, Ghatkopar(E)",Advanced Orthopaedic and Super Speciality Center
19.0796375,72.9070116,"27-D, Navnit Nagar, Gandhi Mkt. Bldg, M.G.Road, Ghatkopar (E),",Ami Drashti Eye Care Centre
19.0796375,72.9070116,"145, 60 Ft. Road, Opposite Uti Bank, Ghatkopar (E), Mumbai",Asha Polyclinic and Sheetal Nursing Home
19.0762268,72.9055233,"1, Vivek - 67, Tilak Road, Ghatkopar (E), Mumbai",Ashirwad Heart Hospital
19.0940687,72.9000241,"Ambika Darshan, M. G. Road, Ghatkopar (E), Ghatkopar (E)","Ashwini Maternity and Surgical Hospital,Ghatkopar(E)"
19.0791965,72.9037124,"Jayant Arcade,4Th Floor, Rajawadi,M.G.Road,Ghatkopar(E)",Bakul Parekh Children's Hospital
19.07907,72.907976,"Samaj Bhavan, 5Th Floor, Joshi Lane, M G Road, Ghatkopar",Cg Eye Foundaton and Shree Ghatkopar Brahman Samaj
19.0796375,72.9070116,"Bhaveshwar Market, 2Nd Floor, M.G. Road Next To Gandhi Market, Ghatkopar (E)",Dewang Nursing Home Pvt. Ltd.
19.0757557,72.9081922,"198/1, Garodia Palace, Garodia Nagar, 90 Feet Road, Ghatkopar (E),",Dr Mehta Nursing Home
19.0796375,72.9070116,"Vallabh Vihar, Above Idbi Bank, M G Road, Ghatkopar (E)",Dr Walavalkars Nursing Home
19.0820978,72.9067817,"206, Gayatri Dham, Jn. Of M.G Road, & Derasar Lane Ghatkopar (East)",Dr. Dipak Desai's Ear Nose And Throat Hospital
19.0796375,72.9070116,"Neelkanth Market, M.G.Road, Ghatkopar (E), Mumbai",Dr. Prakash Doshis Fracture and Orthopaedic Nursing Home - Ghatkopar
19.0796375,72.9070116,Vallabh Vihar Next To One Up Stores M G Road Ghatkopar E,Dr. Walawalkars Nursing Home
19.0792247,72.9057813,Tilak Road Ghatkopar Mumbai--,Dr.Amrish Mehta Diagnostic Centre
19.0792247,72.9057813,"1, 2 3 Gautam Building , Opposite Balaji Temple , Tilak Road , Ghatkopar ( East )",Dr.Trivedi's Maternity and Nursing Home
19.0796375,72.9070116,"501,Vishal Above Subhiksha,Jtn.Of, Hingwala Lane & 60 Ft Rd,Ghatkopar(E), Mumbai,",Excel Ent Hospital
19.0796375,72.9070116,18-A Happy Home 1St Floor Opp Achija & Guru Kurupa Hotel Ghatkopar (E),Hiren Mehta Eye Care Centre
19.0757557,72.9081922,"18,Shree Sati Niwas, 178, Garodia Nagar, 90 Feet Road, Ghatkopar (E), Mumbai",Jack-N-Jill Nursing Hoe - Ghatkopar -Mumbai
19.0796375,72.9070116,"301, Sapphire Arcade, Above Sejal Jewellery, M.G. Road, Nr. Rajawadi Signal, Ghatkopar(E),",Jain Eye Clinic
19.0792247,72.9057813,"Ist Floor, Kiran Niketan,Next To Bhatia Wadi, Tilak Road, Ghatkopar East,",Kamdar Nursing Home and Polyclinic Pvt. Ltd.
19.0791764,72.9018877,"2Nd Floor, Punit Plaza, Rajawadi",L V Prasad Eye Institute Collaborating Center
19.0796375,72.9070116,"201, Madhav Appartments Jawahar Road, Opp Station Ghatkopar - East Mumbai",Lotus Ent Hospital
19.0751377,72.9091436,"16/178, Shree Sati Niwas, 90 Ft. Rd. Garodia Nagar, Ghatkopar (E)",Malati Maternity Hospital
19.0759837,72.8776559,"16, Shree Sati Niwas 178, Garodia Nagar Ghotkopar Bombay",Mansu Maternity Home
19.0770917,72.9080971,"Chandrika Bldg., Ground Floor, R.B.Mehta Rd, Ghatkopar(E), Mumbai",Nayan Eye Centre
19.07907,72.907976,"Khokhani Lane, Opposite Ghatkopar Rly. Station, Ghatkopar",Parakh Hospital And Research Centre - Ghatkopar
19.0796375,72.9070116,"301, Madhav Apts., Avove Samrat Hotel, Opposite Railway Station, Ghatkopar (E)",Parekh Eye Clinic and Child Clinic
19.0792247,72.9057813,Kiran Niketan Kamdar Nursing Home Comp Tilak Road Ghatkopar,Sanghavi Laboratory
19.0552812,72.8892082,"365, Swastik Park, Chembur, Mumbai",Sushrut Hospital and Research Center
19.0796375,72.9070116,"C-5, Satyam Shopping Centre, 1St Flr, M.G. Road, Ghatkopar (E), Mumbai",Tara Neo Surg Hospital
19.0796375,72.9070116,"201,Punit Plaza, Second Floor Next To Rajawadi Post Office , Rajawadi , Ghatkopar ( East )",The Eye Super Specialities
19.0796375,72.9070116,Ghatkopar(E),Vatsal Nicu and Childrens Hospital
19.1509879,72.9315251,"Mahadeo Appt., Off. Jangal Mangal Rd, Behind Abhyudaya Bank, Bhandup (W)",Amruta Maternity and Surgical Nursing Home
19.1515624,72.9435765,"C/6 N C/2, New Ushanagar Co Op Hos Society, Village Road, Bhandup (W)",Diamond Maternity and General Hospital
19.1509879,72.9315251,"1St Floor, Ramkrishna Bldg, Gadhav Naka, Bhandup (W) Mumbai",Dr Bothra's Hospital
19.1509879,72.9315251,"210, R R Realty, Tank Road, Lbs Marg Junction Opposite Dreamas Mall, Bhandup(West)",Dr Patanis Eye Clinic
19.1462082,72.9272317,"1St Floor, Arunoday Tower, Sps Marg, Kokan Nagar, Bhandup (West), Mumbai",Dr. Bhatias Ruby Hospital - Bhandup - Mumbai
19.1509879,72.9315251,"Prince Vaibhav, Subhash Nagar, Opposite Ceat Tyre, Bhandup (W), Mumbai",Dr. Kolhes Eye Clinic - Bhandup
19.1509879,72.9315251,"Gr.Floor,Gautam Dham Society, Opposite Gama House, Bhandup (W), Mumbai",Dr. Malwankar's Romeen Nursing Home
19.1470738,72.9389442,"100 A Rr Realty, Lbs Marg, Bhandup (W)",Dr. Thakurs Ear Nose Throat Clinic And Hospital - Bhandup (W) Mumbai
19.1424376,72.9327673,"Lal Bhahadur Shastri Marg,Bhandup ( West),Mumbai",Dr.Badwaiks Maternity and General Hospital
19.1509879,72.9315251,"Ist Floor,Ramkrishna Apt. Gadhavnaka,T.P Road,Bhandup(West)",Dr.Bothras Hospital
19.1462749,72.9353872,"1St Floor,Kailas Complex, L.B.S.Marg,Bhandup.",Eye and I Dr.Kolhe's Eye Clinic
19.1509879,72.9315251,"Arunoday Tower, C Wing, Ground Floor, Opp Kokan Nagar Bus Stop, Bhandup (W) Opp Kokan Nagar Bus Stop, Bhandup (W)",Gaurav Maternity and Surgical Hospital
19.1462749,72.9353872,"1St Floor, Kailas Complex L.B.S. Marg,",I and Eye Dr Kolhes Eye Clinic
19.144698,72.9368292,"Shrenik Hospital, Dina Patil Estate, Station Road, Bhandup (W), Mumbai",J. K. Child Health Care and Nicu
19.1507653,72.9372688,"Neha Apts, L.B.S Marg, Bhandup (W), Mumbai,",Krishna Nursing Home
19.1531246,72.9411365,"S.No.1,2,3,Sathyam Apartment,Dutta Mandhir Road,Village Road,Bhandup(W).",Lotus Multispeciality Hospital
19.1474511,72.9299079,"10/ A & B, Miniland,Tank Road,Nr.Shivaji Talao, Bhandup(W) Mumbai",M.S.Maternity and General Hospital
19.1509879,72.9315251,"Sharda Appt.-B, Ashok Kedare Chowk, Bhandup (W), Mumbai",Maauli Hospital
19.1493933,72.9326121,"Chetna Appartment, J. M. Road, Bhandup (W), Mumbai",Mahek Nursing Home
19.1505614,72.936863,"Neha Annexe, Khot Road, Bhandup (W), Mumbai-",Nadkarni Eye Care Centres
19.1507653,72.9372688,"101/A, Neha Appt., L.B.S.Marg, Bhandup (W), Mumbai,",Omkar Hospital
19.1509879,72.9315251,"Shiv Sagar Complex, Plot No. B, 'A' Wing Off. T.P. Road, Bhandup (W), Mumbai",Rathod Nursing Home and Iccu
19.1468364,72.9337875,"A/102, 1St Floor, Vakratunda Palace, Above Svc Bank Tank Road , Bhandup (West)",Saarthi Hospital
19.1509879,72.9315251,"1St Floor, Neha Annexe, Khot Road, Near Madhuban Garden, Bhandup (W)",Sanjeevan Nursing Home and Iccu
19.1509879,72.9315251,Bhandup Mumbai,Sankeshi Bharat
19.147626,72.9294528,"23-C, Miniland, Shivaji Talao, Tank Road, Bhandup (W), Mumbai",Sas Health Care Pvt. Limited
19.1509879,72.9315251,"8-B, Miniland, Shivaji Talav Road, Bhandup (West)",Saubhagya Hospital
19.1473592,72.9318038,"12 A, Miniland, Tank Road, Bhandup ( West )",Setty's Endoscopic Surgical Centre
19.1509879,72.9315251,"A 101/102/103 Arunoday Tower, Kokan Nagar, J M Road, Bhandup - West Mumbai",Shah Children Hospital And Newborn Care Centre
19.1509879,72.9315251,Bhandup Mumbai-,Shanti Maternity Clinic
19.1509879,72.9315251,"14-A Miniland Tank Road,Shivaji Talau,Bhandup (W).",Shri Bal Chikitsalaya
19.1509879,72.9315251,7/6R.R. Point Grount Floor Off Lbs Marg Opp Dreams Mall Bhandup (W),Sulochan Eye
19.1067711,72.9225416,"A- Kumar Apartments, Behind St.Joseph School,Vikhroli(W), Mumbai",Samarth Hospital
19.1725542,72.942537,"100,Konark Darshan, Zaver Road, Next To Jain Temple, Mulund (W),Mumbai",Abhinav Kidney Dialysis And Health Centre - Mulund
